player_name,surface,player_svpt,player_1stIn,player_1stWon,player_2ndWon,player_bpSaved,player_bpFaced,avg_age,avg_rank,n_matches,player_1stIn_pct,player_1stWon_pct,player_2ndWon_pct,player_bp_saved_pct
Adrian Menendez Maceiras,Grass,307.0,184.0,123.0,58.0,10.0,24.0,29.925,151.5,4,0.5993485342019544,0.6684782608695652,0.4715447154471545,0.4166666666666667
Adrian Menendez Maceiras,Hard,1027.0,648.0,446.0,193.0,56.0,92.0,31.018181818181816,138.63636363636363,11,0.6309639727361246,0.6882716049382716,0.5092348284960422,0.6086956521739131
Adrian Ungur,Clay,2134.0,1317.0,851.0,388.0,140.0,241.0,28.28148148148148,172.2962962962963,27,0.6171508903467666,0.6461655277145026,0.4749082007343941,0.5809128630705395
Adrian Ungur,Grass,288.0,167.0,105.0,57.0,15.0,29.0,27.7,84.66666666666667,3,0.5798611111111112,0.6287425149700598,0.47107438016528924,0.5172413793103449
Adrian Ungur,Hard,1010.0,634.0,414.0,179.0,53.0,98.0,30.436363636363637,214.27272727272728,11,0.6277227722772277,0.6529968454258676,0.47606382978723405,0.5408163265306123
Adrian Voinea,Clay,10436.0,5851.0,3950.0,2284.0,576.0,1033.0,24.26259541984733,93.13740458015268,131,0.5606554235339211,0.6750982737993505,0.4981461286804798,0.5575992255566312
Adrian Voinea,Grass,1629.0,956.0,671.0,302.0,83.0,152.0,25.6125,79.9375,16,0.5868631062001227,0.7018828451882845,0.4487369985141159,0.5460526315789473
Adrian Voinea,Hard,8009.0,4583.0,3211.0,1677.0,439.0,763.0,24.526881720430108,84.68817204301075,93,0.5722312398551629,0.7006327732926031,0.489492119089317,0.5753604193971167
Adrien Bossel,Clay,75.0,56.0,39.0,5.0,7.0,9.0,29.1,317.0,1,0.7466666666666667,0.6964285714285714,0.2631578947368421,0.7777777777777778
Adrien Bossel,Grass,144.0,79.0,50.0,32.0,11.0,16.0,27.5,342.0,2,0.5486111111111112,0.6329113924050633,0.49230769230769234,0.6875
Agustin Calleri,Clay,14404.0,7934.0,5813.0,3238.0,764.0,1249.0,27.881770833333334,56.28125,192,0.5508192168841989,0.7326695235694479,0.5004636785162287,0.611689351481185
Agustin Calleri,Grass,1610.0,946.0,680.0,334.0,84.0,136.0,29.315384615384616,52.23076923076923,13,0.5875776397515527,0.718816067653277,0.5030120481927711,0.6176470588235294
Agustin Calleri,Hard,10759.0,5857.0,4447.0,2447.0,537.0,892.0,28.244961240310076,50.8062015503876,129,0.5443814480899711,0.7592624210346594,0.49918400652794775,0.602017937219731
Agustin Garizzio,Clay,219.0,120.0,73.0,47.0,8.0,17.0,24.1,516.0,2,0.547945205479452,0.6083333333333333,0.47474747474747475,0.47058823529411764
Agustin Moreno,Clay,118.0,69.0,40.0,19.0,13.0,22.0,26.9,687.5,2,0.5847457627118644,0.5797101449275363,0.3877551020408163,0.5909090909090909
Agustin Moreno,Hard,113.0,68.0,46.0,15.0,10.0,14.0,26.3,274.0,1,0.6017699115044248,0.6764705882352942,0.3333333333333333,0.7142857142857143
Agustin Velotti,Clay,199.0,107.0,68.0,42.0,13.0,23.0,23.166666666666668,207.66666666666666,3,0.5376884422110553,0.6355140186915887,0.45652173913043476,0.5652173913043478
Aisam Ul Haq Qureshi,Grass,741.0,450.0,355.0,149.0,34.0,45.0,27.25,264.125,8,0.6072874493927125,0.7888888888888889,0.5120274914089347,0.7555555555555555
Aisam Ul Haq Qureshi,Hard,176.0,109.0,78.0,27.0,9.0,18.0,28.099999999999998,186.33333333333334,3,0.6193181818181818,0.7155963302752294,0.40298507462686567,0.5
Ajeet Rai,Hard,213.0,108.0,71.0,46.0,7.0,20.0,25.2,524.6666666666666,3,0.5070422535211268,0.6574074074074074,0.4380952380952381,0.35
Aki Rahunen,Clay,511.0,327.0,183.0,83.0,33.0,66.0,19.2875,94.125,8,0.639921722113503,0.5596330275229358,0.45108695652173914,0.5
Aki Rahunen,Grass,84.0,43.0,29.0,18.0,1.0,5.0,19.4,135.0,1,0.5119047619047619,0.6744186046511628,0.43902439024390244,0.2
Aki Rahunen,Hard,692.0,395.0,242.0,134.0,43.0,91.0,19.27777777777778,105.11111111111111,9,0.5708092485549133,0.6126582278481013,0.4511784511784512,0.4725274725274725
Akira Santillan,Clay,112.0,57.0,35.0,30.0,5.0,11.0,19.4,243.5,2,0.5089285714285714,0.6140350877192983,0.5454545454545454,0.45454545454545453
Akira Santillan,Grass,134.0,81.0,60.0,25.0,3.0,8.0,20.1,171.0,2,0.6044776119402985,0.7407407407407407,0.4716981132075472,0.375
Akira Santillan,Hard,307.0,158.0,112.0,77.0,11.0,23.0,19.9,184.8,5,0.5146579804560261,0.7088607594936709,0.5167785234899329,0.4782608695652174
Alan Fernando Rubio Fierros,Hard,151.0,87.0,66.0,29.0,10.0,14.0,25.5,707.0,2,0.5761589403973509,0.7586206896551724,0.453125,0.7142857142857143
Alan Mackin,Clay,115.0,59.0,33.0,15.0,12.0,24.0,23.9,233.5,2,0.5130434782608696,0.559322033898305,0.26785714285714285,0.5
Alan Mackin,Grass,635.0,435.0,264.0,90.0,41.0,76.0,23.133333333333336,291.1666666666667,6,0.6850393700787402,0.6068965517241379,0.45,0.5394736842105263
Alan Mackin,Hard,95.0,58.0,35.0,15.0,9.0,15.0,25.4,270.0,1,0.6105263157894737,0.603448275862069,0.40540540540540543,0.6
Alastair Gray,Grass,275.0,168.0,120.0,46.0,19.0,28.0,23.633333333333336,569.6666666666666,3,0.610909090909091,0.7142857142857143,0.42990654205607476,0.6785714285714286
Albano Olivetti,Clay,80.0,43.0,34.0,13.0,3.0,7.0,22.5,161.0,1,0.5375,0.7906976744186046,0.35135135135135137,0.42857142857142855
Albano Olivetti,Grass,218.0,128.0,108.0,54.0,11.0,13.0,24.5,793.0,1,0.5871559633027523,0.84375,0.6,0.8461538461538461
Albano Olivetti,Hard,671.0,387.0,309.0,139.0,35.0,54.0,21.5875,262.875,8,0.5767511177347243,0.7984496124031008,0.4894366197183099,0.6481481481481481
Albert Chang,Grass,208.0,113.0,76.0,34.0,7.0,20.0,24.8,194.5,2,0.5432692307692307,0.672566371681416,0.35789473684210527,0.35
Albert Chang,Hard,802.0,495.0,340.0,145.0,51.0,81.0,24.189999999999998,210.1,10,0.6172069825436409,0.6868686868686869,0.4723127035830619,0.6296296296296297
Albert Costa,Clay,29011.0,20014.0,13271.0,4740.0,1568.0,2588.0,23.752546916890083,37.710455764075064,373,0.6898762538347524,0.6630858399120616,0.5268422807602534,0.6058732612055642
Albert Costa,Grass,1088.0,682.0,488.0,188.0,57.0,92.0,22.344444444444445,28.555555555555557,9,0.6268382352941176,0.7155425219941349,0.4630541871921182,0.6195652173913043
Albert Costa,Hard,15061.0,9731.0,6686.0,2760.0,787.0,1316.0,24.607065217391302,23.38586956521739,184,0.6461058362658522,0.6870825197821395,0.5178236397748592,0.5980243161094225
Albert Montanes,Clay,26412.0,16028.0,11104.0,5188.0,1465.0,2478.0,27.786703601108034,70.22437673130194,361,0.6068453733151598,0.6927876216620913,0.49961479198767333,0.5912025827280064
Albert Montanes,Grass,1679.0,1073.0,739.0,306.0,89.0,153.0,28.0625,62.5,16,0.6390708755211435,0.6887232059645852,0.504950495049505,0.5816993464052288
Albert Montanes,Hard,8043.0,4684.0,3199.0,1589.0,446.0,796.0,27.827551020408162,50.8469387755102,98,0.5823697625264205,0.6829632792485055,0.47305745757665973,0.5603015075376885
Albert Portas,Clay,19225.0,11187.0,7541.0,3759.0,1159.0,2027.0,27.133596837944665,81.3596837944664,253,0.5818985695708713,0.6740859926700634,0.4676536451853695,0.5717809570794278
Albert Portas,Grass,1327.0,757.0,536.0,249.0,62.0,121.0,27.62142857142857,64.21428571428571,14,0.5704596834966089,0.7080581241743725,0.4368421052631579,0.512396694214876
Albert Portas,Hard,3744.0,2029.0,1393.0,775.0,215.0,387.0,26.688636363636363,49.84090909090909,44,0.5419337606837606,0.6865450961064564,0.4518950437317784,0.5555555555555556
Albert Ramos,Clay,27605.0,17399.0,11618.0,5279.0,1600.0,2623.0,29.49942857142857,58.89714285714286,350,0.6302843687737729,0.6677395252600724,0.5172447579854987,0.6099885627144491
Albert Ramos,Grass,2192.0,1430.0,947.0,377.0,125.0,208.0,29.791304347826085,47.52173913043478,23,0.6523722627737226,0.6622377622377622,0.494750656167979,0.6009615384615384
Albert Ramos,Hard,15944.0,9719.0,6666.0,3155.0,909.0,1497.0,29.369148936170212,49.808510638297875,188,0.6095709984947315,0.6858730322049593,0.5068273092369477,0.6072144288577155
Alberto Berasategui,Clay,27000.0,20207.0,12751.0,3342.0,1599.0,2726.0,22.68281690140845,40.625352112676055,355,0.7484074074074074,0.6310189538278814,0.4919770351832769,0.5865737344093911
Alberto Berasategui,Grass,137.0,83.0,44.0,21.0,8.0,19.0,24.4,62.5,2,0.6058394160583942,0.5301204819277109,0.3888888888888889,0.42105263157894735
Alberto Berasategui,Hard,5677.0,4087.0,2548.0,741.0,366.0,634.0,23.02089552238806,36.38805970149254,67,0.7199224942751453,0.6234401761683387,0.4660377358490566,0.5772870662460567
Alberto Brizzi,Clay,70.0,51.0,33.0,6.0,7.0,10.0,24.3,273.0,1,0.7285714285714285,0.6470588235294118,0.3157894736842105,0.7
Alberto Lim,Hard,65.0,37.0,27.0,15.0,4.0,6.0,18.7,1371.0,1,0.5692307692307692,0.7297297297297297,0.5357142857142857,0.6666666666666666
Alberto Mancini,Clay,5716.0,3587.0,2403.0,1078.0,347.0,566.0,23.0,69.43835616438356,73,0.6275367389783065,0.6699191524951212,0.506341005166745,0.6130742049469965
Alberto Mancini,Hard,3018.0,1888.0,1272.0,581.0,157.0,276.0,23.343243243243244,43.78378378378378,37,0.6255798542080848,0.673728813559322,0.5141592920353982,0.5688405797101449
Alberto Martin,Clay,20461.0,12662.0,8204.0,3879.0,1308.0,2233.0,24.485664335664335,75.6923076923077,286,0.6188358340257074,0.6479229189701469,0.4973714578792153,0.5857590685176892
Alberto Martin,Grass,1859.0,1196.0,790.0,317.0,106.0,185.0,24.478947368421053,62.578947368421055,19,0.6433566433566433,0.6605351170568562,0.4781297134238311,0.572972972972973
Alberto Martin,Hard,11027.0,6625.0,4439.0,2142.0,632.0,1124.0,24.28905109489051,62.31386861313869,137,0.6007980411716696,0.6700377358490566,0.4865970013630168,0.5622775800711743
Aldin Setkic,Clay,180.0,121.0,74.0,25.0,10.0,19.0,26.950000000000003,215.5,2,0.6722222222222223,0.6115702479338843,0.423728813559322,0.5263157894736842
Alec Beckley,Clay,56.0,33.0,22.0,10.0,2.0,5.0,23.2,641.0,1,0.5892857142857143,0.6666666666666666,0.43478260869565216,0.4
Alejandro Aramburu,Clay,166.0,145.0,72.0,12.0,14.0,25.0,24.85,266.0,2,0.8734939759036144,0.496551724137931,0.5714285714285714,0.56
Alejandro Davidovich Fokina,Clay,6660.0,4628.0,2987.0,1002.0,371.0,640.0,22.506410256410255,55.80769230769231,78,0.6948948948948949,0.6454191875540191,0.49311023622047245,0.5796875
Alejandro Davidovich Fokina,Grass,1560.0,1018.0,698.0,299.0,82.0,129.0,23.266666666666666,36.733333333333334,15,0.6525641025641026,0.6856581532416502,0.551660516605166,0.6356589147286822
Alejandro Davidovich Fokina,Hard,10281.0,6778.0,4519.0,1792.0,556.0,949.0,23.248780487804876,44.390243902439025,123,0.6592743896508122,0.6667158453821186,0.5115615186982586,0.5858798735511064
Alejandro Falla,Clay,3657.0,2281.0,1483.0,691.0,214.0,371.0,27.259523809523813,109.57142857142857,42,0.6237353021602406,0.6501534414730381,0.5021802325581395,0.5768194070080862
Alejandro Falla,Grass,3521.0,2231.0,1558.0,651.0,192.0,315.0,27.68378378378378,91.37837837837837,37,0.6336268105651803,0.6983415508740475,0.5046511627906977,0.6095238095238096
Alejandro Falla,Hard,11620.0,6598.0,4350.0,2449.0,710.0,1244.0,27.193377483443708,92.05960264900662,151,0.5678141135972461,0.6592906941497424,0.4876543209876543,0.5707395498392283
Alejandro Gomez Gb42,Hard,187.0,92.0,64.0,41.0,19.0,29.0,23.9,698.0,2,0.4919786096256685,0.6956521739130435,0.43157894736842106,0.6551724137931034
Alejandro Gonzalez,Clay,1624.0,1004.0,624.0,295.0,101.0,189.0,26.076190476190476,143.0,21,0.6182266009852216,0.6215139442231076,0.47580645161290325,0.5343915343915344
Alejandro Gonzalez,Grass,57.0,42.0,29.0,6.0,1.0,3.0,25.3,74.0,1,0.7368421052631579,0.6904761904761905,0.4,0.3333333333333333
Alejandro Gonzalez,Hard,2221.0,1291.0,859.0,433.0,125.0,233.0,25.832142857142856,111.32142857142857,28,0.5812696983340837,0.6653756777691712,0.46559139784946235,0.5364806866952789
Alejandro Hernandez,Clay,1586.0,907.0,631.0,324.0,88.0,155.0,20.12272727272727,196.22727272727272,22,0.5718789407313998,0.6957001102535832,0.47717231222385864,0.567741935483871
Alejandro Hernandez,Grass,188.0,104.0,59.0,29.0,8.0,23.0,21.15,167.5,2,0.5531914893617021,0.5673076923076923,0.34523809523809523,0.34782608695652173
Alejandro Hernandez,Hard,380.0,195.0,148.0,73.0,30.0,48.0,19.880000000000003,158.2,5,0.5131578947368421,0.7589743589743589,0.3945945945945946,0.625
Alejandro Moro Canas,Clay,77.0,58.0,38.0,7.0,5.0,8.0,23.3,240.0,1,0.7532467532467533,0.6551724137931034,0.3684210526315789,0.625
Alejandro Moro Canas,Grass,129.0,91.0,65.0,19.0,8.0,10.0,23.5,188.0,1,0.7054263565891473,0.7142857142857143,0.5,0.8
Alejandro Tabilo,Clay,3026.0,1939.0,1340.0,509.0,166.0,282.0,25.580487804878047,87.5609756097561,41,0.6407799074686055,0.6910778751933987,0.46826126954921804,0.5886524822695035
Alejandro Tabilo,Grass,1154.0,733.0,573.0,203.0,63.0,88.0,26.153846153846153,51.61538461538461,13,0.6351819757365684,0.781718963165075,0.4821852731591449,0.7159090909090909
Alejandro Tabilo,Hard,3856.0,2460.0,1786.0,686.0,188.0,311.0,25.995744680851065,84.08510638297872,47,0.6379668049792531,0.7260162601626017,0.49140401146131807,0.6045016077170418
Alejo Mancisidor,Clay,1436.0,774.0,460.0,282.0,103.0,203.0,24.095,177.05,20,0.5389972144846796,0.5943152454780362,0.4259818731117825,0.5073891625615764
Alejo Mancisidor,Hard,413.0,182.0,143.0,96.0,31.0,49.0,22.15,274.5,4,0.4406779661016949,0.7857142857142857,0.4155844155844156,0.6326530612244898
Aleksandar Kitinov,Hard,59.0,31.0,20.0,11.0,2.0,6.0,27.0,652.0,1,0.5254237288135594,0.6451612903225806,0.39285714285714285,0.3333333333333333
Aleksandar Kovacevic,Clay,757.0,438.0,331.0,152.0,34.0,56.0,25.35,97.5,8,0.5785997357992074,0.7557077625570776,0.47648902821316613,0.6071428571428571
Aleksandar Kovacevic,Grass,286.0,180.0,117.0,48.0,13.0,27.0,25.55,98.25,4,0.6293706293706294,0.65,0.4528301886792453,0.48148148148148145
Aleksandar Kovacevic,Hard,2725.0,1612.0,1218.0,530.0,167.0,246.0,25.2,114.21875,32,0.5915596330275229,0.7555831265508685,0.47619047619047616,0.6788617886178862
Aleksandar Vukic,Clay,970.0,571.0,407.0,181.0,60.0,102.0,27.616666666666664,90.41666666666667,12,0.588659793814433,0.712784588441331,0.45363408521303256,0.5882352941176471
Aleksandar Vukic,Grass,1439.0,895.0,680.0,296.0,67.0,96.0,27.93125,79.375,16,0.6219596942321056,0.7597765363128491,0.5441176470588235,0.6979166666666666
Aleksandar Vukic,Hard,4728.0,2778.0,2045.0,996.0,221.0,371.0,27.13859649122807,108.64912280701755,57,0.5875634517766497,0.7361411087113031,0.5107692307692308,0.5956873315363881
Aleksandr Nedovyesov,Clay,843.0,566.0,376.0,145.0,32.0,67.0,27.6,101.77777777777777,9,0.6714116251482799,0.6643109540636042,0.5234657039711191,0.47761194029850745
Aleksandr Nedovyesov,Grass,217.0,149.0,115.0,26.0,6.0,15.0,27.8,112.5,2,0.6866359447004609,0.7718120805369127,0.38235294117647056,0.4
Aleksandr Nedovyesov,Hard,1103.0,718.0,468.0,181.0,65.0,112.0,27.96153846153846,129.76923076923077,13,0.6509519492293744,0.6518105849582173,0.4701298701298701,0.5803571428571429
Aleksandre Bakshi,Hard,198.0,119.0,81.0,36.0,13.0,24.0,26.2,666.0,3,0.601010101010101,0.680672268907563,0.45569620253164556,0.5416666666666666
Aleksandre Metreveli,Hard,212.0,121.0,67.0,33.0,15.0,32.0,27.03333333333333,642.0,3,0.5707547169811321,0.5537190082644629,0.3626373626373626,0.46875
Alen Avidzba,Hard,139.0,78.0,55.0,25.0,10.0,18.0,19.6,498.0,2,0.5611510791366906,0.7051282051282052,0.4098360655737705,0.5555555555555556
Alessandro Bega,Hard,70.0,47.0,33.0,9.0,1.0,5.0,26.5,351.0,1,0.6714285714285714,0.7021276595744681,0.391304347826087,0.2
Alessandro Giannessi,Clay,2501.0,1663.0,1065.0,397.0,207.0,320.0,26.142307692307693,156.07692307692307,26,0.6649340263894442,0.640408899579074,0.4737470167064439,0.646875
Alessandro Giannessi,Hard,557.0,354.0,241.0,106.0,26.0,48.0,26.833333333333332,160.33333333333334,6,0.6355475763016158,0.6807909604519774,0.5221674876847291,0.5416666666666666
Alessio Di Mauro,Clay,2881.0,1666.0,1060.0,559.0,186.0,341.0,28.705128205128204,108.07692307692308,39,0.5782714335300243,0.6362545018007203,0.460082304526749,0.5454545454545454
Alessio Di Mauro,Grass,216.0,136.0,90.0,39.0,14.0,22.0,27.8,93.0,2,0.6296296296296297,0.6617647058823529,0.4875,0.6363636363636364
Alessio Di Mauro,Hard,296.0,156.0,97.0,63.0,24.0,41.0,29.133333333333336,93.33333333333333,3,0.527027027027027,0.6217948717948718,0.45,0.5853658536585366
Alex Antonitsch,Clay,506.0,261.0,180.0,111.0,27.0,54.0,27.928571428571427,144.0,7,0.5158102766798419,0.6896551724137931,0.4530612244897959,0.5
Alex Antonitsch,Grass,1342.0,736.0,532.0,313.0,69.0,108.0,27.22941176470588,102.17647058823529,17,0.5484351713859911,0.7228260869565217,0.5165016501650165,0.6388888888888888
Alex Antonitsch,Hard,4642.0,2547.0,1770.0,1022.0,285.0,461.0,26.822807017543862,97.03508771929825,57,0.548685911245153,0.6949352179034158,0.48782816229116943,0.6182212581344902
Alex Bogdanovic,Grass,2562.0,1673.0,1170.0,437.0,165.0,252.0,22.120689655172413,231.24137931034483,29,0.6530054644808743,0.6993424985056784,0.4915635545556805,0.6547619047619048
Alex Bogdanovic,Hard,460.0,279.0,199.0,77.0,27.0,47.0,22.02,158.8,5,0.6065217391304348,0.7132616487455197,0.425414364640884,0.574468085106383
Alex Bogomolov Jr,Clay,1009.0,718.0,424.0,133.0,73.0,133.0,26.458333333333332,76.25,12,0.711595639246779,0.5905292479108635,0.4570446735395189,0.5488721804511278
Alex Bogomolov Jr,Grass,1553.0,1101.0,729.0,233.0,100.0,151.0,26.48,92.3,20,0.708950418544752,0.662125340599455,0.5154867256637168,0.6622516556291391
Alex Bogomolov Jr,Hard,9767.0,6688.0,4337.0,1473.0,569.0,987.0,26.340833333333332,104.68333333333334,120,0.6847547865260571,0.6484748803827751,0.47840207859694706,0.5764944275582573
Alex Bolt,Grass,1098.0,671.0,468.0,208.0,58.0,102.0,28.45384615384615,195.0,13,0.6111111111111112,0.6974664679582713,0.48711943793911006,0.5686274509803921
Alex Bolt,Hard,2511.0,1497.0,1055.0,512.0,139.0,236.0,27.053571428571427,196.17857142857142,28,0.5961768219832736,0.7047428189712759,0.504930966469428,0.5889830508474576
Alex Calatrava,Clay,7932.0,4694.0,3238.0,1579.0,471.0,788.0,27.994117647058825,99.55882352941177,102,0.591780131114473,0.6898167873881551,0.48764669549104384,0.5977157360406091
Alex Calatrava,Grass,362.0,218.0,157.0,65.0,30.0,47.0,28.225,75.5,4,0.6022099447513812,0.7201834862385321,0.4513888888888889,0.6382978723404256
Alex Calatrava,Hard,3829.0,2225.0,1633.0,783.0,213.0,343.0,28.35217391304348,95.1304347826087,46,0.58109166884304,0.7339325842696629,0.48815461346633415,0.6209912536443148
Alex Clayton,Hard,77.0,36.0,27.0,22.0,4.0,6.0,17.6,1281.0,1,0.4675324675324675,0.75,0.5365853658536586,0.6666666666666666
Alex Corretja,Clay,31792.0,18400.0,12581.0,6955.0,1791.0,2973.0,23.522604422604424,37.04668304668305,407,0.5787619526925013,0.68375,0.5193399044205496,0.6024217961654894
Alex Corretja,Grass,962.0,536.0,372.0,223.0,54.0,94.0,23.011111111111113,41.22222222222222,9,0.5571725571725572,0.6940298507462687,0.5234741784037559,0.574468085106383
Alex Corretja,Hard,17991.0,10259.0,7279.0,4040.0,962.0,1563.0,25.09760765550239,30.349282296650717,209,0.5702295592240565,0.7095233453552978,0.5225038799793068,0.6154830454254638
Alex De Minaur,Clay,4521.0,2602.0,1673.0,972.0,290.0,500.0,22.969642857142855,28.625,56,0.5755363857553638,0.642966948501153,0.5065138092756644,0.58
Alex De Minaur,Grass,4240.0,2491.0,1833.0,972.0,190.0,301.0,22.867346938775512,25.183673469387756,49,0.5875,0.7358490566037735,0.5557461406518011,0.6312292358803987
Alex De Minaur,Hard,20501.0,12149.0,8635.0,4401.0,1035.0,1686.0,22.415,37.01538461538462,260,0.5926052387688405,0.7107580870853568,0.5269396551724138,0.6138790035587188
Alex Kim,Clay,322.0,195.0,113.0,61.0,23.0,45.0,23.825,147.5,4,0.6055900621118012,0.5794871794871795,0.48031496062992124,0.5111111111111111
Alex Kim,Grass,266.0,178.0,114.0,45.0,12.0,22.0,24.166666666666668,140.66666666666666,3,0.6691729323308271,0.6404494382022472,0.5113636363636364,0.5454545454545454
Alex Kim,Hard,2199.0,1415.0,894.0,396.0,122.0,218.0,23.656,186.04,25,0.6434743065029559,0.6318021201413427,0.5051020408163265,0.5596330275229358
Alex Knaff,Clay,134.0,80.0,52.0,28.0,6.0,13.0,26.1,500.0,2,0.5970149253731343,0.65,0.5185185185185185,0.46153846153846156
Alex Knaff,Hard,153.0,96.0,70.0,36.0,8.0,11.0,26.7,644.0,2,0.6274509803921569,0.7291666666666666,0.631578947368421,0.7272727272727273
Alex Kuznetsov,Clay,216.0,131.0,90.0,35.0,15.0,26.0,22.166666666666668,167.0,3,0.6064814814814815,0.6870229007633588,0.4117647058823529,0.5769230769230769
